customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment_name,business_label,vp_marketing_read,recommended_action
col_unique_002354,325,2,2856800.0,3,4,4,344,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002355,392,1,502200.0,2,2,3,223,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002356,528,1,506700.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002357,148,4,1655000.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002358,641,1,186500.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002360,302,1,186200.0,3,2,2,322,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002361,438,1,1761400.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002363,560,1,932300.0,1,2,4,124,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002365,269,2,463300.0,3,4,3,343,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002366,212,2,742000.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002367,284,1,456600.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002368,46,2,465800.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002370,167,4,1275800.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002371,182,1,116500.0,4,2,1,421,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002372,419,1,399300.0,2,2,3,223,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002374,428,1,1649800.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002376,310,1,219400.0,3,2,2,322,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002377,176,1,219200.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002378,438,1,108500.0,2,2,1,221,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002379,285,1,148200.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002380,465,1,787400.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002381,193,2,745500.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002383,710,1,105700.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002387,557,1,987300.0,1,2,4,124,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002388,502,1,737100.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002389,109,2,708500.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002390,234,2,1724300.0,4,4,4,444,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002392,386,3,4826300.0,2,4,4,244,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002394,496,1,668400.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002395,406,1,816000.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002396,444,1,389600.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002397,444,1,141600.0,2,2,1,221,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002398,264,1,115000.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002400,473,1,1029600.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002402,379,1,114600.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002403,451,1,243100.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002404,498,1,437700.0,2,2,3,223,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002405,570,1,264200.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002406,566,1,124700.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002408,515,1,105000.0,2,2,1,221,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002410,457,1,269700.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002411,341,1,134400.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002412,170,1,137100.0,4,2,1,421,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002413,371,1,282700.0,3,2,2,322,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002414,573,1,163200.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002415,468,2,989900.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002416,429,1,1262200.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002417,1,4,1096100.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002418,406,1,420800.0,2,2,3,223,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002419,670,1,298600.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002420,167,1,192400.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002421,431,1,195700.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002422,632,1,737200.0,1,2,3,123,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002423,519,1,359400.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002424,180,1,674100.0,4,2,3,423,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002427,632,1,731800.0,1,2,3,123,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002428,664,1,851500.0,1,2,4,124,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002430,118,2,206000.0,4,4,2,442,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002431,669,1,131400.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002432,223,1,349400.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002433,18,3,481200.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002434,659,1,219200.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002436,349,1,653300.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002437,265,1,592900.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002438,305,1,667900.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002439,402,2,456200.0,2,4,3,243,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002440,657,1,1160500.0,1,2,4,124,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002443,531,3,1141100.0,2,4,4,244,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002444,133,1,247400.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002445,283,1,540100.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002446,217,1,173200.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002447,385,1,292600.0,2,2,2,222,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002448,215,1,97500.0,4,2,1,421,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002449,479,1,311300.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002450,386,1,733300.0,2,2,3,223,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002452,375,3,1035000.0,3,4,4,344,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002453,307,1,82400.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002455,308,1,418600.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002456,527,1,125600.0,2,2,1,221,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002457,263,1,948700.0,3,2,4,324,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002458,449,1,233100.0,2,2,2,222,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002462,298,1,129000.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002463,370,1,266600.0,3,2,2,322,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002464,34,2,967300.0,4,4,4,444,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002465,251,1,102300.0,3,2,1,321,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002467,577,1,742900.0,1,2,3,123,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002468,654,1,192800.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002469,639,1,258400.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002470,270,2,498100.0,3,4,3,343,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002473,268,1,613000.0,3,2,3,323,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002474,347,1,828600.0,3,2,4,324,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002475,63,3,497900.0,4,4,3,443,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002476,372,1,1385500.0,3,2,4,324,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002477,479,2,1837400.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002478,72,6,2068100.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002479,703,1,335500.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002480,385,1,113900.0,2,2,1,221,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002482,614,1,226600.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002483,61,4,3365800.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_002484,677,1,156000.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002486,173,1,419700.0,4,2,3,423,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002487,489,1,1156200.0,2,2,4,224,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002488,551,1,245800.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002489,658,1,590500.0,1,2,3,123,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002490,594,1,1198700.0,1,2,4,124,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002491,417,1,592100.0,2,2,3,223,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002494,233,1,142100.0,4,2,1,421,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002495,416,2,1021000.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002496,229,1,500600.0,4,2,3,423,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002497,563,2,521800.0,1,4,3,143,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002498,293,1,1769400.0,3,2,4,324,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002499,333,2,328400.0,3,4,2,342,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_002500,207,1,625900.0,4,2,3,423,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002501,685,1,132300.0,1,2,1,121,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_002503,213,1,323500.0,4,2,2,422,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_002504,475,2,2255900.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_002505,588,1,268700.0,1,2,2,122,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
